avg_energy_usage,avg_water_usage,avg_transport_distance,avg_recycling_percentage,avg_efficiency,total_energy_usage,total_water_usage,product_lifetime,reuse_percentage,recycle_percentage,landfill_percentage,metal_type,production_route,region,sustainability_score,circularity_index,co2_emissions
5.98,8.68,339.3,25.0,70.9,3211.58,5097.43,10,23.3,45.7,31.0,Zinc,Primary,Asia,5.58,0.69,488.1
19.78,5.03,1416.1,80.6,73.9,13686.96,3296.86,18,23.5,23.0,53.5,Iron Ore,Primary,Europe,4.54,0.46,1291.89
18.99,5.29,1075.3,28.0,63.2,18272.93,3980.44,12,19.0,40.3,40.7,Copper,Primary,South America,4.86,0.59,1643.59
2.71,5.94,1274.3,19.2,62.0,788.57,1318.67,22,46.5,18.2,35.3,Copper,Primary,North America,5.1,0.65,107.34
14.7,9.7,401.0,50.4,69.6,12954.05,9322.25,16,12.5,42.9,44.6,Lead,Primary,Asia,4.86,0.55,2550.52
18.65,5.68,431.4,86.6,62.8,17304.85,3730.64,23,15.8,41.2,43.0,Copper,Primary,South America,4.73,0.57,2041.45
5.25,11.26,92.6,24.1,63.9,3606.2,9623.86,6,48.2,3.9,47.9,Zinc,Secondary,North America,4.52,0.52,687.51
12.22,6.66,650.9,7.9,90.9,11422.07,3750.0,24,40.5,29.1,30.4,Aluminum,Secondary,North America,6.21,0.7,2137.69
18.48,1.96,1123.9,35.6,61.5,7909.16,869.38,25,0.7,32.0,67.3,Zinc,Secondary,Africa,3.48,0.33,696.52
2.61,11.97,1717.3,74.8,85.0,2493.5,11710.54,24,45.3,0.0,54.7,Zinc,Primary,Africa,4.82,0.45,274.97
14.55,5.0,1337.2,55.1,70.4,10441.72,3015.08,21,11.3,49.0,39.7,Iron Ore,Secondary,Africa,5.13,0.6,1529.66
7.35,7.06,876.4,81.7,93.1,660.81,6167.12,24,35.3,20.3,44.4,Steel,Primary,Asia,5.57,0.56,84.39
18.64,10.6,1906.7,96.0,78.4,16990.9,10129.65,10,27.7,25.9,46.4,Steel,Primary,Asia,5.03,0.54,1094.11
19.48,5.65,1441.3,79.3,71.6,9939.65,3907.47,15,26.8,9.7,63.5,Lead,Primary,North America,3.97,0.36,1978.53
19.0,1.79,1861.0,60.4,79.7,9258.9,1022.97,26,35.9,30.5,33.6,Steel,Secondary,Asia,5.71,0.66,1508.26
10.54,6.23,1059.9,49.3,74.5,6199.03,332.28,9,10.4,40.5,49.1,Iron Ore,Secondary,North America,4.78,0.51,716.94
17.52,14.22,525.2,4.0,81.4,3362.36,1251.63,24,8.0,29.3,62.7,Titanium,Primary,South America,4.31,0.37,479.89
17.2,9.98,115.1,98.4,64.4,8526.17,2403.27,2,32.6,39.4,28.0,Lead,Primary,Europe,5.53,0.72,538.31
7.74,10.4,1454.9,38.3,97.9,6498.28,2357.76,18,14.5,36.6,48.9,Iron Ore,Secondary,North America,5.49,0.51,807.71
16.92,9.85,251.4,15.2,76.2,1094.87,2876.41,12,48.7,11.9,39.4,Copper,Secondary,North America,5.32,0.61,207.61
2.67,3.79,612.5,66.7,73.2,825.75,1287.42,3,22.6,21.8,55.6,Zinc,Secondary,South America,4.42,0.44,152.34
12.73,6.86,1069.6,28.4,87.0,666.18,2689.55,7,5.6,7.4,87.0,Titanium,Secondary,Africa,3.26,0.13,67.02
6.14,11.51,1133.2,58.6,73.8,2731.84,5173.87,9,34.3,2.1,63.6,Copper,Secondary,Oceania,4.03,0.36,354.33
4.17,2.42,1205.2,58.7,91.7,3093.72,348.29,8,15.3,3.2,81.5,Lead,Secondary,Africa,3.68,0.18,478.31
3.39,4.89,340.8,44.6,77.3,2741.94,441.29,25,7.4,47.1,45.5,Zinc,Secondary,Africa,5.04,0.55,276.94
14.53,4.87,765.7,83.6,87.3,13773.43,3361.5,6,21.1,49.2,29.7,Zinc,Primary,North America,6.13,0.7,822.71
8.12,7.05,1238.2,26.5,64.1,5100.0,3951.3,1,48.2,4.7,47.1,Lead,Primary,North America,4.57,0.53,641.66
15.05,14.73,1939.9,44.9,92.2,4393.03,6951.63,14,20.6,16.8,62.6,Copper,Secondary,Asia,4.64,0.37,616.1
3.18,1.95,1458.0,53.8,88.0,2950.85,1272.8,16,17.4,5.7,76.9,Iron Ore,Secondary,Asia,3.8,0.23,150.13
7.68,8.26,1846.0,66.4,68.0,6040.7,6907.8,28,22.2,41.7,36.1,Steel,Primary,Europe,5.24,0.64,388.64
11.71,3.51,1526.8,78.4,65.5,6975.73,1601.64,16,0.6,24.8,74.6,Titanium,Secondary,Europe,3.24,0.25,565.69
16.23,14.59,1187.5,39.5,72.0,11537.23,9615.74,4,6.7,31.1,62.2,Lead,Primary,Oceania,4.05,0.38,1179.2
7.74,2.59,392.1,64.6,97.1,7183.5,2475.76,29,42.5,27.0,30.5,Lead,Primary,Asia,6.39,0.7,942.17
13.27,6.65,1336.7,15.1,69.8,9644.3,5636.83,6,48.9,35.5,15.6,Zinc,Secondary,North America,6.31,0.84,907.3
17.95,11.33,1250.5,93.3,77.3,7179.21,5151.76,15,7.9,16.0,76.1,Aluminum,Primary,South America,3.51,0.24,656.38
13.09,10.86,1208.9,38.3,61.1,9521.36,7194.54,28,26.8,6.9,66.3,Zinc,Secondary,Asia,3.52,0.34,1717.68
6.19,6.92,984.7,73.0,75.1,546.36,1510.06,22,48.3,0.9,50.8,Steel,Secondary,North America,4.71,0.49,39.21
2.44,5.85,1062.0,2.0,81.7,1017.71,3407.6,8,7.8,22.3,69.9,Zinc,Primary,Asia,3.96,0.3,126.52
17.66,6.57,675.5,20.5,96.2,7699.88,6453.46,1,9.3,45.4,45.3,Aluminum,Primary,Africa,5.62,0.55,1485.49
2.38,4.7,1043.4,48.7,79.6,496.22,2549.28,13,46.3,15.3,38.4,Lead,Primary,Asia,5.47,0.62,71.33
17.74,3.87,403.1,87.8,91.1,1276.06,3603.96,27,35.3,9.8,54.9,Iron Ore,Secondary,Oceania,4.99,0.45,201.08
11.52,7.76,1612.3,52.7,80.8,2035.72,3390.87,18,7.6,46.3,46.1,Zinc,Secondary,Africa,5.12,0.54,233.47
18.9,4.76,379.7,93.0,61.5,12698.73,4754.78,18,19.7,5.3,75.0,Titanium,Secondary,North America,3.1,0.25,672.9
16.38,5.02,179.1,48.4,72.0,13303.42,3013.3,13,2.8,2.6,94.6,Iron Ore,Secondary,Africa,2.43,0.05,1954.53
19.96,10.19,878.1,49.0,81.9,19736.31,918.68,22,21.6,44.0,34.4,Aluminum,Secondary,Asia,5.74,0.66,2857.59
8.31,14.56,1320.0,12.0,96.1,3149.87,8843.99,14,38.9,35.0,26.1,Copper,Secondary,Africa,6.58,0.74,209.67
15.81,9.45,881.1,80.3,92.6,9792.88,2937.48,11,27.7,21.1,51.2,Zinc,Secondary,Oceania,5.22,0.49,1168.53
9.23,2.08,560.7,24.7,68.7,8678.86,168.18,7,32.4,37.6,30.0,Lead,Primary,South America,5.56,0.7,1625.54
10.64,2.06,1120.8,90.0,68.4,2220.46,1709.41,18,16.3,37.1,46.6,Lead,Secondary,Africa,4.72,0.53,179.33
13.3,14.32,700.5,91.1,67.6,9732.45,4467.03,21,8.1,2.0,89.9,Iron Ore,Primary,Oceania,2.53,0.1,1159.77
17.73,5.16,1866.4,94.3,95.1,13602.98,4162.68,22,0.7,33.8,65.5,Zinc,Primary,Africa,4.58,0.34,1621.01
19.71,2.29,1846.1,52.0,92.4,2651.52,741.52,4,41.1,32.0,26.9,Titanium,Secondary,Europe,6.43,0.73,455.04
15.83,9.39,1009.7,67.7,89.4,13743.4,2202.99,17,31.8,48.2,20.0,Zinc,Primary,South America,6.68,0.8,2387.04
9.52,9.73,662.5,77.9,74.9,7829.72,9489.07,19,11.5,48.3,40.2,Iron Ore,Primary,North America,5.24,0.6,1283.22
9.58,10.08,1476.9,13.1,79.2,783.0,3967.12,14,20.9,18.9,60.2,Steel,Primary,Oceania,4.37,0.4,82.07
15.28,4.74,83.1,60.1,77.6,2086.18,2945.0,10,40.1,29.5,30.4,Iron Ore,Secondary,Africa,5.81,0.7,126.85
6.3,1.21,954.8,3.4,69.6,609.02,761.67,25,26.9,7.1,66.0,Aluminum,Primary,South America,3.79,0.34,62.38
3.99,14.51,679.3,49.8,79.2,1468.35,8451.35,29,15.0,3.3,81.7,Iron Ore,Secondary,North America,3.29,0.18,223.14
8.38,4.51,1841.9,15.5,61.2,4473.45,4144.51,6,13.4,21.6,65.0,Lead,Secondary,South America,3.59,0.35,695.23
7.17,10.46,33.9,18.3,65.0,3984.59,7224.92,18,10.9,34.5,54.6,Titanium,Secondary,Oceania,4.22,0.45,776.0
7.33,10.89,1110.1,36.5,93.7,2230.4,4721.32,25,41.2,28.4,30.4,Iron Ore,Primary,Europe,6.29,0.7,263.29
6.2,9.54,1483.9,43.2,88.6,5679.31,8292.75,4,29.1,21.5,49.4,Iron Ore,Primary,Oceania,5.19,0.51,822.74
2.76,5.38,975.2,62.3,76.1,1103.59,1194.41,11,35.5,40.9,23.6,Titanium,Secondary,Oceania,6.1,0.76,144.44
2.32,4.8,180.0,7.4,79.7,216.39,2721.72,13,43.0,39.7,17.3,Iron Ore,Secondary,North America,6.53,0.83,15.71
19.78,9.37,1945.2,50.4,74.1,6630.57,8929.82,8,49.3,36.6,14.1,Lead,Secondary,North America,6.52,0.86,790.23
9.7,13.13,1040.8,18.3,88.1,5379.17,8457.4,10,12.5,3.9,83.6,Titanium,Primary,Africa,3.46,0.16,708.57
8.92,14.25,1232.2,57.4,89.8,3905.27,11772.21,23,9.0,39.8,51.2,Lead,Primary,Asia,5.13,0.49,752.2
14.23,2.48,480.9,63.7,89.0,4413.44,1663.79,28,23.1,46.0,30.9,Lead,Primary,Oceania,6.12,0.69,463.33
5.93,3.17,972.2,55.7,87.5,1036.31,2686.27,11,1.8,3.0,95.2,Lead,Primary,North America,2.86,0.05,204.17
19.1,14.23,864.0,73.8,67.8,15818.74,13479.56,3,39.6,20.1,40.3,Aluminum,Primary,Oceania,5.02,0.6,2077.71
16.15,11.31,159.0,33.6,72.8,16090.86,3497.91,15,44.2,49.4,6.4,Titanium,Primary,Oceania,6.86,0.94,1389.77
3.61,13.36,221.3,76.5,77.9,1310.66,2821.34,8,34.3,30.0,35.7,Aluminum,Primary,North America,5.55,0.64,103.21
9.52,3.84,1676.6,43.3,72.6,3927.38,1957.6,20,13.4,25.7,60.9,Aluminum,Secondary,Europe,4.13,0.39,279.84
17.82,9.23,487.2,48.4,88.7,11353.76,6615.78,18,6.2,8.9,84.9,Titanium,Primary,Europe,3.42,0.15,1339.06
19.01,10.82,398.0,64.8,72.5,13925.19,2876.3,27,19.1,28.3,52.6,Iron Ore,Secondary,Oceania,4.54,0.47,742.06
10.41,10.52,1014.8,1.8,65.3,4397.48,566.99,21,41.7,22.0,36.3,Zinc,Primary,Europe,5.14,0.64,513.44
13.04,6.71,1539.8,65.4,75.2,11862.27,2521.54,1,17.4,6.4,76.2,Steel,Secondary,Oceania,3.45,0.24,2351.82
5.01,1.22,133.3,61.9,97.2,2915.84,1183.91,29,1.7,23.2,75.1,Zinc,Primary,Africa,4.16,0.25,438.88
19.84,9.16,1157.8,31.0,68.6,9480.95,6505.61,24,13.7,8.2,78.1,Lead,Primary,North America,3.15,0.22,1554.57
6.17,4.54,247.2,8.6,83.3,4098.97,1957.92,8,49.5,36.5,14.0,Titanium,Primary,Oceania,6.8,0.86,278.12
18.97,7.3,82.6,9.1,76.5,18119.45,1700.52,3,33.8,48.7,17.5,Iron Ore,Secondary,Europe,6.42,0.82,2191.82
13.69,14.41,115.0,92.3,62.7,11018.05,5595.19,1,45.0,23.5,31.5,Aluminum,Primary,Europe,5.31,0.68,1023.95
12.94,6.59,1670.0,68.9,78.5,1138.88,1392.78,20,38.7,31.6,29.7,Copper,Primary,South America,5.87,0.7,209.68
11.23,12.76,244.8,12.7,86.7,4106.75,1926.64,25,27.0,21.5,51.5,Steel,Secondary,South America,5.03,0.48,317.02
6.15,3.64,99.9,35.7,79.5,3056.66,3317.52,16,7.4,6.9,85.7,Zinc,Primary,Europe,3.1,0.14,363.16
5.18,10.41,881.4,59.2,93.1,1806.74,10386.76,9,17.4,48.5,34.1,Iron Ore,Primary,Africa,6.09,0.66,249.7
5.97,14.68,1689.5,83.6,71.0,4269.61,3022.74,17,29.2,6.5,64.3,Lead,Secondary,Asia,3.92,0.36,542.69
5.36,2.43,532.2,4.4,63.3,4475.36,247.37,27,43.5,5.6,50.9,Steel,Primary,Oceania,4.35,0.49,781.11
16.03,1.12,849.2,23.7,95.6,11938.79,406.83,16,13.4,23.0,63.6,Lead,Secondary,South America,4.69,0.36,1011.43
8.3,7.07,89.4,89.0,74.4,8215.89,3454.23,23,6.1,32.9,61.0,Copper,Secondary,Oceania,4.18,0.39,875.89
3.04,2.3,903.7,0.9,81.9,939.12,562.53,6,27.9,17.7,54.4,Copper,Secondary,South America,4.74,0.46,158.54
19.44,11.48,1159.5,20.1,90.1,17131.31,3861.34,23,8.8,9.6,81.6,Copper,Primary,North America,3.62,0.18,2213.55
17.91,13.8,1146.1,95.9,72.3,13939.2,3323.42,7,30.5,40.9,28.6,Zinc,Primary,North America,5.74,0.71,1537.74
18.7,7.08,671.5,61.3,87.2,7369.11,5561.68,24,13.2,18.2,68.6,Lead,Secondary,Europe,4.19,0.31,401.0
19.91,4.62,637.9,26.2,65.1,14881.1,3358.5,16,11.5,9.7,78.8,Titanium,Secondary,North America,3.01,0.21,2425.74
5.13,7.08,222.2,6.7,71.1,763.71,4624.68,8,20.0,18.3,61.7,Steel,Primary,North America,4.05,0.38,149.56
9.13,11.13,739.9,2.8,65.5,7302.78,4650.75,10,29.7,10.7,59.6,Titanium,Primary,Asia,3.98,0.4,1044.61
15.65,1.13,208.0,24.5,90.8,8696.93,1032.36,14,27.3,26.0,46.7,Lead,Primary,Africa,5.39,0.53,1552.24
14.53,9.25,1535.5,88.1,68.5,4761.13,8982.27,11,12.2,33.4,54.4,Copper,Secondary,Europe,4.34,0.46,607.19
4.77,9.59,1932.9,41.6,87.3,3210.15,2061.44,2,44.6,40.0,15.4,Iron Ore,Primary,Asia,6.85,0.85,272.07
16.68,9.93,1940.4,72.0,95.8,11001.11,2600.29,12,5.5,11.4,83.1,Copper,Secondary,Europe,3.72,0.17,573.89
6.04,4.39,1731.5,91.8,80.1,1504.03,2411.64,28,2.0,8.3,89.7,Titanium,Secondary,Africa,2.92,0.1,222.61
6.03,11.0,1205.6,40.8,80.5,475.63,1503.57,28,30.1,1.0,68.9,Copper,Primary,Europe,3.97,0.31,58.96
11.67,2.28,1404.7,19.1,77.5,5390.86,1059.35,20,6.2,11.4,82.4,Lead,Primary,Oceania,3.2,0.18,901.97
12.67,3.79,577.6,51.7,72.4,7488.43,2284.24,20,25.2,1.2,73.6,Copper,Secondary,Oceania,3.49,0.26,1154.73
12.44,13.28,1265.2,90.8,78.1,10981.72,7250.48,13,47.6,17.3,35.1,Titanium,Secondary,Oceania,5.59,0.65,2176.5
3.65,11.34,916.7,80.4,82.9,3401.09,4131.88,15,34.9,7.3,57.8,Titanium,Primary,North America,4.6,0.42,430.4
17.79,1.19,969.2,6.6,97.5,9826.57,672.73,27,30.9,29.0,40.1,Lead,Secondary,Africa,5.92,0.6,1120.98
6.78,4.48,1518.0,69.3,95.6,5194.25,4304.66,26,28.7,19.2,52.1,Iron Ore,Primary,Asia,5.26,0.48,483.12
4.33,4.0,571.0,57.2,92.8,2023.57,982.87,12,9.0,4.7,86.3,Titanium,Primary,Asia,3.47,0.14,245.92
18.0,4.79,642.9,90.7,93.8,13658.0,3219.31,13,21.6,20.0,58.4,Lead,Secondary,South America,4.89,0.42,2471.15
19.2,4.47,1850.0,12.2,77.8,4695.58,407.78,8,17.1,10.5,72.4,Iron Ore,Secondary,Asia,3.71,0.28,264.67
17.52,1.88,121.9,53.4,85.0,7052.0,212.62,16,47.7,34.0,18.3,Aluminum,Primary,Oceania,6.64,0.82,1387.02
16.57,7.43,976.4,87.9,94.0,10812.2,4266.58,29,12.1,18.2,69.7,Lead,Secondary,Oceania,4.33,0.3,2151.59
13.79,11.26,1826.5,41.0,74.9,927.38,1685.53,29,23.6,7.4,69.0,Aluminum,Secondary,South America,3.8,0.31,129.53
11.92,9.49,1224.6,48.2,96.5,8777.15,675.97,3,46.9,17.5,35.6,Titanium,Primary,North America,6.11,0.64,875.36
3.57,10.42,1097.4,7.0,75.8,3012.22,2218.81,28,39.5,11.2,49.3,Copper,Secondary,Asia,4.81,0.51,251.39
9.35,2.14,507.0,27.8,82.8,4012.88,1255.34,29,48.2,39.8,12.0,Steel,Primary,Africa,6.88,0.88,367.07
8.71,14.32,693.1,32.5,87.0,4142.0,10284.25,13,30.4,49.2,20.4,Copper,Secondary,South America,6.59,0.8,238.23
6.68,12.74,1705.6,94.5,96.1,5736.24,3087.6,12,16.7,1.3,82.0,Titanium,Primary,Asia,3.78,0.18,695.61
15.02,12.27,1122.8,28.3,69.3,11818.82,8403.07,19,41.3,34.5,24.2,Iron Ore,Secondary,North America,5.87,0.76,692.57
10.93,12.52,1034.3,46.1,88.4,3538.5,2796.37,29,14.6,13.2,72.2,Lead,Secondary,Africa,4.04,0.28,558.27
3.46,14.06,208.2,67.1,79.8,1237.91,8896.95,2,8.2,3.3,88.5,Copper,Secondary,Africa,2.97,0.12,130.96
5.96,8.62,41.9,16.2,70.2,4141.81,3804.54,1,35.3,0.7,64.0,Aluminum,Secondary,North America,3.91,0.36,330.95
14.3,3.8,1927.7,48.6,89.5,8366.05,2550.22,8,31.9,44.1,24.0,Zinc,Secondary,Asia,6.49,0.76,1102.04
3.37,9.63,760.2,73.9,81.0,687.88,9584.74,9,43.9,17.7,38.4,Titanium,Secondary,Europe,5.51,0.62,134.87
17.32,11.4,1210.4,86.7,85.1,5965.59,10726.56,25,48.1,49.7,2.2,Copper,Secondary,Asia,7.44,0.98,920.31
10.91,11.33,168.6,62.6,72.3,9873.38,612.59,27,42.9,22.1,35.0,Zinc,Secondary,South America,5.42,0.65,1221.95
10.65,8.3,1369.4,66.9,78.3,7495.1,7396.68,8,3.0,9.4,87.6,Copper,Primary,South America,2.97,0.12,1248.21
12.66,1.96,1865.8,12.6,83.5,12491.31,221.81,21,33.2,38.9,27.9,Iron Ore,Secondary,Asia,6.11,0.72,2006.37
16.84,6.2,1155.6,94.6,75.4,13112.67,5923.44,17,39.2,46.3,14.5,Iron Ore,Secondary,Oceania,6.54,0.86,2409.59
8.26,13.89,261.0,13.3,67.5,7804.67,4413.33,9,49.1,40.8,10.1,Iron Ore,Secondary,South America,6.52,0.9,629.84
14.2,9.18,1167.6,77.5,96.5,3626.38,3790.73,6,18.7,37.3,44.0,Zinc,Secondary,Europe,5.7,0.56,648.51
12.18,8.54,1535.0,26.5,79.4,9535.85,1170.46,28,8.5,16.7,74.8,Steel,Secondary,Oceania,3.64,0.25,907.37
6.81,4.76,818.8,93.4,87.9,471.3,745.7,15,42.6,3.2,54.2,Zinc,Primary,Europe,4.93,0.46,90.09
17.82,6.16,1760.9,72.0,75.6,12246.3,4560.89,23,15.9,10.1,74.0,Titanium,Primary,Africa,3.57,0.26,1128.62
16.35,13.53,1300.9,75.4,73.5,8106.63,12814.47,24,29.9,22.3,47.8,Titanium,Secondary,South America,4.82,0.52,1532.37
13.85,10.33,1799.5,21.9,75.5,5255.0,6510.08,13,19.5,47.8,32.7,Aluminum,Secondary,Oceania,5.63,0.67,1022.46
17.31,12.02,1250.8,44.3,75.5,15047.31,8775.29,21,20.1,36.1,43.8,Aluminum,Secondary,Asia,5.07,0.56,1080.75
17.61,7.36,271.3,61.8,80.7,15171.97,5695.69,22,36.6,41.4,22.0,Titanium,Secondary,Oceania,6.32,0.78,2976.36
14.75,9.82,626.3,77.0,80.7,1050.0,2942.79,12,18.1,13.9,68.0,Copper,Primary,Africa,4.02,0.32,66.0
17.07,4.48,411.6,10.4,78.9,10737.54,416.5,13,34.7,34.2,31.1,Titanium,Secondary,Europe,5.81,0.69,888.91
14.55,10.88,1818.6,96.2,65.1,5811.86,563.36,7,0.7,43.1,56.2,Lead,Primary,Africa,4.14,0.44,677.81
14.24,6.99,1523.2,89.0,78.9,6335.06,2677.99,23,16.2,24.0,59.8,Steel,Secondary,North America,4.38,0.4,1260.93
13.14,7.2,1356.0,27.0,66.4,11043.36,2011.62,18,16.0,21.5,62.5,Aluminum,Primary,South America,3.87,0.38,1361.47
15.55,10.09,608.9,82.3,64.8,5354.61,1101.85,14,37.4,36.0,26.6,Aluminum,Primary,Asia,5.61,0.73,709.81
4.85,14.11,376.2,51.8,95.4,4587.6,3111.99,11,15.7,28.0,56.3,Lead,Primary,Europe,5.05,0.44,707.24
17.86,1.9,1515.3,46.2,83.0,3940.85,319.72,28,31.7,49.7,18.6,Lead,Secondary,Africa,6.56,0.81,769.43
17.69,12.55,953.6,31.4,85.1,12021.88,11535.14,14,34.4,21.3,44.3,Zinc,Secondary,Asia,5.34,0.56,2013.7
2.53,5.09,459.3,58.1,75.3,1741.9,932.76,17,32.9,8.8,58.3,Lead,Secondary,South America,4.34,0.42,145.66
16.86,7.21,1237.1,73.0,94.5,4882.41,4043.12,24,30.2,23.6,46.2,Aluminum,Secondary,Asia,5.52,0.54,466.02
4.32,1.31,90.3,41.1,84.2,1548.78,803.62,21,20.7,11.8,67.5,Titanium,Secondary,South America,4.15,0.32,100.12
8.03,5.21,659.1,62.9,89.2,6769.76,2950.5,26,18.7,28.1,53.2,Aluminum,Primary,South America,5.02,0.47,992.91
15.38,8.04,942.4,69.9,74.0,11899.74,1158.59,2,28.2,6.3,65.5,Lead,Primary,South America,3.94,0.34,917.6
4.89,1.79,304.4,71.1,96.5,1773.31,631.62,19,3.2,47.5,49.3,Lead,Primary,Africa,5.43,0.51,157.13
16.72,7.88,1969.5,5.2,91.2,9317.37,777.81,16,43.8,43.0,13.2,Lead,Secondary,South America,7.08,0.87,1707.1
16.98,13.98,426.1,86.0,92.5,1843.96,5953.89,22,41.3,7.8,50.9,Aluminum,Primary,Asia,5.23,0.49,182.58
11.13,2.48,269.4,45.8,66.5,2763.67,568.34,10,17.3,8.6,74.1,Lead,Secondary,North America,3.29,0.26,373.09
2.11,11.7,415.0,26.2,70.3,1079.33,6827.55,22,28.3,25.6,46.1,Zinc,Primary,Asia,4.8,0.54,118.33
7.17,6.74,1540.4,24.2,70.9,944.11,4773.05,8,46.6,38.6,14.8,Titanium,Secondary,Africa,6.39,0.85,57.69
13.1,10.17,856.8,48.3,70.3,11150.27,5649.58,21,13.6,11.0,75.4,Copper,Primary,South America,3.34,0.25,1164.42
19.66,4.64,1135.2,88.7,92.5,14393.2,2146.12,5,37.1,3.0,59.9,Lead,Secondary,North America,4.78,0.4,1600.67
13.37,3.23,51.8,37.8,61.2,12654.06,1350.03,7,4.1,27.3,68.6,Aluminum,Primary,Africa,3.41,0.31,2332.84
6.68,3.25,78.5,75.0,62.9,4734.74,2761.22,26,26.2,34.6,39.2,Aluminum,Primary,Europe,4.93,0.61,467.17
13.41,1.99,897.2,9.7,70.4,12650.74,514.22,13,44.2,12.2,43.6,Lead,Primary,Europe,4.93,0.56,1352.19
11.72,3.6,1635.1,47.6,67.6,6759.94,2691.03,16,27.6,37.0,35.4,Aluminum,Secondary,Europe,5.26,0.65,1131.85
16.04,10.3,1771.6,99.2,68.8,9948.13,7926.96,5,30.8,47.5,21.7,Lead,Primary,North America,5.98,0.78,1629.94
3.93,13.34,182.5,77.0,90.3,3844.02,5979.52,16,45.4,6.9,47.7,Steel,Primary,Asia,5.32,0.52,652.49
15.7,12.4,1081.3,21.1,81.4,10362.36,4122.2,15,35.8,25.6,38.6,Titanium,Primary,North America,5.51,0.61,2000.62
11.74,10.59,1827.3,50.1,60.2,930.36,5263.38,9,34.8,2.8,62.4,Lead,Secondary,North America,3.69,0.38,157.54
19.33,2.55,782.1,23.4,76.3,14258.05,353.31,22,29.3,10.3,60.4,Aluminum,Primary,North America,4.27,0.4,1584.66
8.15,5.05,1660.8,41.0,75.5,7418.09,472.85,23,31.6,4.5,63.9,Steel,Secondary,Europe,4.07,0.36,1285.01
13.39,5.34,276.1,78.0,64.3,10789.68,833.16,12,40.2,20.2,39.6,Copper,Primary,Oceania,4.95,0.6,1362.75
18.78,4.5,1871.4,77.1,85.7,11355.17,1025.05,8,49.0,41.0,10.0,Copper,Primary,Asia,7.07,0.9,1040.78
3.85,8.21,1505.3,22.8,86.7,2647.79,4342.83,13,39.8,28.9,31.3,Zinc,Secondary,Oceania,6.04,0.69,252.7
18.87,8.5,1883.3,92.2,87.4,18694.17,7281.78,5,35.4,11.1,53.5,Lead,Secondary,Oceania,4.95,0.46,1562.39
14.38,6.0,1356.5,59.3,87.7,1957.53,1643.16,14,6.8,2.0,91.2,Zinc,Primary,North America,3.07,0.09,140.45
3.22,5.95,733.2,38.0,60.0,2202.1,5583.5,16,40.9,27.7,31.4,Zinc,Secondary,Asia,5.23,0.69,171.04
7.42,12.6,1877.0,50.2,96.2,2368.67,12060.25,11,36.8,6.6,56.6,Steel,Secondary,Oceania,5.06,0.43,140.88
14.75,12.05,558.4,60.5,90.9,9706.77,11579.56,20,38.5,17.1,44.4,Copper,Secondary,South America,5.51,0.56,1778.94
3.21,5.31,671.0,56.0,94.4,2013.45,4490.59,12,11.6,25.5,62.9,Zinc,Primary,North America,4.69,0.37,381.85
12.48,13.79,1404.6,48.6,60.6,2443.38,5455.79,15,45.2,45.2,9.6,Iron Ore,Primary,North America,6.34,0.9,337.22
8.23,14.34,1533.0,50.5,95.5,2027.95,1707.17,24,4.9,4.1,91.0,Zinc,Primary,North America,3.31,0.09,357.07
13.18,5.57,1859.5,17.6,90.8,8442.42,3288.4,12,12.7,33.4,53.9,Copper,Secondary,South America,5.03,0.46,654.59
2.82,5.96,417.6,81.3,91.8,484.53,3461.25,26,33.2,0.7,66.1,Iron Ore,Secondary,South America,4.45,0.34,89.76
17.69,8.08,1598.0,54.2,63.5,5341.0,6928.41,9,33.7,31.5,34.8,Steel,Secondary,Europe,5.16,0.65,672.72
19.52,14.18,1479.7,13.1,88.1,16464.79,14126.0,1,15.7,27.6,56.7,Lead,Secondary,Africa,4.81,0.43,989.12
19.44,13.27,137.0,76.6,96.5,7012.73,7069.59,3,35.1,40.6,24.3,Lead,Primary,Asia,6.68,0.76,499.28
15.49,2.44,780.6,93.2,85.8,7956.55,922.18,12,19.4,26.6,54.0,Iron Ore,Secondary,Africa,4.87,0.46,766.59
4.34,6.5,572.7,94.7,81.7,4097.32,1472.94,20,0.0,17.6,82.4,Copper,Primary,North America,3.33,0.18,231.64
15.65,8.75,615.9,36.9,95.9,4159.64,477.4,13,8.1,12.1,79.8,Aluminum,Secondary,Oceania,3.89,0.2,400.96
2.44,8.04,1966.1,13.6,76.8,1025.15,4290.61,23,44.1,4.3,51.6,Iron Ore,Primary,North America,4.72,0.48,60.47
2.4,3.71,1289.1,51.8,82.8,1502.72,2143.43,6,11.1,26.7,62.2,Copper,Primary,Oceania,4.37,0.38,128.34
7.82,13.02,1438.2,11.3,78.1,6002.41,10854.66,10,5.6,44.4,50.0,Zinc,Secondary,Europe,4.84,0.5,539.32
10.8,10.48,1953.5,93.4,95.4,9790.96,5547.57,10,34.1,25.7,40.2,Aluminum,Secondary,Africa,5.85,0.6,1949.92
15.87,12.73,760.6,18.4,62.9,14595.63,11719.81,16,22.0,37.0,41.0,Steel,Secondary,North America,4.84,0.59,1245.47
14.3,13.02,1605.7,25.3,79.0,11265.66,8419.76,27,39.8,14.9,45.3,Lead,Primary,Africa,5.1,0.55,967.47
10.03,11.48,874.7,40.7,86.1,2677.15,9738.71,1,43.1,22.4,34.5,Steel,Secondary,Europe,5.86,0.66,409.65
